epoch,acc,loss,val_acc,val_loss
0,0.2348,2.0708655406951904,0.3268000000953674,1.8644121643066407
1,0.35345,1.7751699291229248,0.3922000002861023,1.66465233001709
2,0.397775,1.6442266122817992,0.4126000002861023,1.5881550308227539
3,0.4244,1.5666902946472168,0.4370999997138977,1.5233810251235962
4,0.44735,1.5091659561157227,0.458000000333786,1.4787780712127685
5,0.466,1.4623502229690553,0.4702999997138977,1.4604656204223634
6,0.479525,1.4313247978210448,0.4862000005722046,1.4050233360290527
7,0.495575,1.394582214164734,0.485700000333786,1.416422645187378
8,0.50225,1.3708310348510742,0.49260000066757204,1.402157787513733
9,0.508825,1.3521161037445069,0.4943000005722046,1.3855904397964478
10,0.5163,1.32863114528656,0.5115999995231628,1.358343521118164
11,0.526775,1.30625556640625,0.5182999995231629,1.3293472957611083
12,0.5336,1.2873274757385254,0.5178000003814697,1.3299768264770508
13,0.543575,1.2699205045700073,0.5256999997138977,1.339636001586914
14,0.54955,1.2513948318481445,0.5319999995231628,1.3089616807937623
15,0.5543,1.2429546989440918,0.5257000007629394,1.3124552434921264
16,0.559175,1.2300833728790284,0.5271,1.3070604024887085
17,0.5647,1.215213081741333,0.5416999996185303,1.2732744298934937
18,0.56895,1.200598413658142,0.5477000002861023,1.2536762113571167
19,0.574575,1.1872863018035889,0.5468000004768372,1.2680242101669312
20,0.58395,1.163662908744812,0.5496000002861023,1.2470324935913086
21,0.5893,1.1473052801132202,0.5494999999046326,1.2786043838500976
22,0.589,1.1461131366729735,0.5518999998092652,1.255602068710327
23,0.595575,1.1316792140960694,0.558399999332428,1.23539734954834
24,0.601525,1.1178067100524902,0.560600000667572,1.237617919921875
25,0.603775,1.1052586139678955,0.5631999993324279,1.219386340522766
26,0.609225,1.0977280107498169,0.5640000002861023,1.233488702392578
27,0.611475,1.089034412765503,0.5681,1.2148318302154542
28,0.617675,1.076714797973633,0.5712999994277954,1.2144505252838136
29,0.623075,1.058733966064453,0.5725999994277954,1.2161329105377197
30,0.624525,1.0563023294448852,0.574999999332428,1.2142926977157593
31,0.62735,1.0448583530426026,0.577600000667572,1.205877805709839
32,0.631175,1.0355270492553712,0.5608000004768372,1.2709741222381592
33,0.628575,1.0444512702941895,0.5878999994277954,1.1775640335083009
34,0.639775,1.0157761638641358,0.5842000004768372,1.1811916137695313
35,0.64085,1.0105259761810303,0.577300000667572,1.2128858795166015
36,0.64315,1.0038468675613403,0.5657000003814697,1.2654210994720458
37,0.641325,1.005973971939087,0.580200000667572,1.214920294189453
38,0.64865,0.9876472267150879,0.5701000002861023,1.2362595233917237
39,0.646925,0.9890843074798584,0.5789000001907348,1.202536508178711
