epoch,acc,loss,val_acc,val_loss
0,0.234375,2.034904751205444,0.32759999995231626,1.8070246187210084
1,0.371,1.7091158798217774,0.38409999990463256,1.6953926517486573
2,0.423525,1.5796719959259033,0.469299999666214,1.4418292600631715
3,0.462075,1.4761632274627685,0.499000000333786,1.400175073814392
4,0.4872,1.4111547855377198,0.5310999999046325,1.2945339479446412
5,0.513875,1.3491552989959716,0.5432999995231629,1.262272671318054
6,0.527425,1.2996183839797975,0.5430999999046325,1.2572339990615844
7,0.54705,1.2589150573730468,0.560700000667572,1.2258032373428345
8,0.55755,1.2271042098999023,0.5844999996185303,1.1432269540786744
9,0.571425,1.1932594846725464,0.5911,1.13769298248291
10,0.58445,1.1591023708343506,0.6085999994277954,1.093776508140564
11,0.597975,1.1274678050994873,0.6180000003814697,1.0725113306045533
12,0.601725,1.1168292182922364,0.6267000003814698,1.0647396235466002
13,0.610575,1.0878067626953125,0.6131999997138977,1.0939108285903931
14,0.617575,1.0746313396453857,0.6269999994277954,1.0619650757789612
15,0.6255,1.0496268251419067,0.6364,1.0167663353919982
16,0.630625,1.0318229064941407,0.6474999992370606,0.9914101350784301
17,0.6343,1.0173681102752685,0.6549999997138977,0.9823684475898743
18,0.647675,0.9919000414848328,0.6356999992370606,1.0247306818008424
19,0.65085,0.9812123949050904,0.6607999996185303,0.9636561583518982
20,0.6584,0.9571049396514892,0.6578000002861023,0.9789629472732544
21,0.66075,0.9540804861068726,0.6663000000953674,0.9438460762023926
22,0.667725,0.9329401633262634,0.6671000001907349,0.946615575504303
23,0.669975,0.9295617334365844,0.6666000005722046,0.9443673060417175
24,0.6736,0.9201706740379334,0.6654000001907349,0.9395381061553955
25,0.679975,0.9007019163131714,0.6799999997138977,0.9129475317001343
26,0.68275,0.8902082765579223,0.6738999999046326,0.9280187586784363
27,0.68515,0.8853320348739624,0.6662999994277954,0.944810939693451
28,0.68605,0.8868215223312378,0.6687999996185303,0.9420335648536682
29,0.6923,0.8679130333900452,0.6614999998092651,0.9903441153526306
30,0.693175,0.865419595336914,0.6737000001907348,0.922876806640625
31,0.697875,0.85115701379776,0.6821000002861023,0.9090932191848755
32,0.7002,0.842536436843872,0.6760999999046325,0.9457004181861878
33,0.705975,0.83242105884552,0.6763999999046326,0.9338093033790589
34,0.706225,0.8295363677978516,0.6870000004768372,0.8954242092132568
35,0.709125,0.8231604070663452,0.6708000002861023,0.9518714334487915
36,0.708175,0.8165050992965698,0.6907000005722046,0.8868298147201538
37,0.714375,0.8071583596229553,0.6871000000953674,0.9033516539573669
38,0.71835,0.7957319458007812,0.6837000002861023,0.9044708620071411
39,0.7131,0.8091179023742676,0.692400000667572,0.8857425327301025
